name,lat,lon,diam
 ,-65.522,69.677,16.178
 ,45.951,-36.118,16.177
 ,16.287,-69.316,16.177
 ,8.561,-25.545,16.176
 ,-63.985,-141.842,16.175
 ,-5.212,-18.379,16.170
 ,5.409,-68.453,16.169
 ,-23.162,-99.700,16.163
 ,32.128,-73.612,16.161
 ,-30.799,34.285,16.160
 ,-46.398,-64.503,16.160
 ,37.387,-158.015,16.159
 ,-24.943,145.004,16.159
 ,-36.179,-119.546,16.158
 ,47.332,-102.680,16.157
 ,-12.692,49.090,16.156
 ,1.590,-61.857,16.156
 ,35.775,52.374,16.152
 ,-68.015,164.315,16.151
 ,-25.963,14.366,16.149
 ,38.720,-45.359,16.147
 ,-18.459,-123.716,16.147
 ,-44.531,175.604,16.145
 ,71.255,-163.795,16.142
 ,-14.278,134.879,16.142
 ,-25.194,-31.267,16.135
 ,-35.297,-96.369,16.135
 ,-53.592,73.103,16.134
 ,3.751,160.360,16.131
 ,-70.563,74.564,16.130
 ,-13.533,-172.688,16.125
 ,67.685,110.342,16.124
 ,84.449,-27.362,16.121
 ,-4.896,-94.701,16.119
 ,-14.282,132.394,16.118
 ,-17.433,-92.107,16.118
 ,4.475,47.846,16.112
 ,-11.956,107.521,16.112
 ,85.827,29.410,16.110
 ,18.884,16.378,16.108
 ,-22.168,10.188,16.107
 ,-1.673,178.185,16.105
 ,50.115,-124.012,16.103
 ,14.855,61.068,16.099
 ,-33.437,-168.262,16.099
 ,-29.967,42.504,16.096
 ,-32.543,-73.851,16.094
 ,6.614,62.218,16.094
 ,-70.334,151.755,16.091
 ,-32.791,96.543,16.086
 ,-29.891,62.375,16.085
 ,38.381,-146.488,16.084
 ,-36.354,9.335,16.084
 ,-38.356,55.242,16.081
 ,18.675,1.201,16.081
 ,44.703,-160.924,16.080
 ,-3.593,-104.238,16.078
 ,-3.767,109.632,16.077
 ,-64.882,-56.737,16.076
 ,26.650,94.343,16.076
 ,2.595,-101.198,16.073
 ,-47.659,-29.272,16.072
 ,57.130,-112.392,16.070
 ,-55.954,-158.469,16.069
 ,-82.283,13.418,16.068
 ,-16.644,123.769,16.068
 ,-25.444,-26.093,16.067
 ,5.244,-81.935,16.067
 ,66.410,153.323,16.067
 ,-36.868,-48.527,16.066
 ,-18.198,102.780,16.066
 ,47.338,-122.678,16.066
 ,8.890,56.288,16.065
 ,-42.886,69.602,16.064
 ,-8.956,56.934,16.062
 ,0.635,116.947,16.062
 ,-50.575,80.534,16.060
 ,-49.856,-152.365,16.057
 ,-40.251,89.059,16.054
 ,52.476,-20.846,16.054
 ,-39.151,-41.668,16.052
 ,-36.321,-41.836,16.051
 ,12.028,-21.555,16.050
 ,-10.344,-144.728,16.049
 ,35.219,3.052,16.048
 ,-9.286,31.494,16.047
 ,35.730,-15.985,16.038
 ,-58.262,-73.110,16.037
 ,14.845,-136.528,16.037
 ,-43.828,-41.973,16.036
 ,-27.546,94.340,16.036
 ,8.531,-96.898,16.036
 ,-21.035,-122.139,16.033
 ,34.882,-44.543,16.029
 ,-34.658,-73.236,16.027
 ,-49.340,-159.164,16.027
 ,17.615,-32.475,16.027
 ,47.373,-121.720,16.026
 ,50.681,-143.211,16.023
 ,48.317,-119.272,16.022
 ,-34.209,-116.940,16.021
 ,-53.889,151.828,16.021
 ,-76.096,1.178,16.021
 ,-55.812,148.701,16.019
 ,18.869,48.088,16.016
 ,-35.579,100.940,16.016
 ,-17.746,97.505,16.016
 ,6.357,70.756,16.013
 ,47.569,-45.886,16.013
 ,32.494,84.643,16.011
 ,46.973,-1.725,16.010
 ,34.476,42.140,16.009
 ,-67.827,-52.314,16.009
 ,-45.725,79.459,16.009
 ,54.311,-119.476,16.009
 ,-33.598,-137.439,16.007
 ,-53.099,-22.183,16.006
 ,-16.613,24.574,16.006
 ,7.138,13.467,16.003
 ,0.328,-11.184,16.003
 ,3.668,120.188,16.002
 ,29.338,90.393,16.001
 ,-63.509,31.775,15.999
 ,-12.245,-27.835,15.998
 ,-36.331,174.123,15.997
 ,-20.009,65.664,15.994
 ,-31.130,-39.730,15.991
 ,46.045,-122.146,15.990
 ,-44.219,1.102,15.987
 ,-32.313,-92.035,15.987
 ,55.735,108.495,15.986
 ,67.158,170.247,15.984
 ,28.383,-19.248,15.982
 ,-29.634,-46.854,15.976
 ,46.612,-107.544,15.976
 ,-36.492,-48.856,15.974
 ,36.649,6.751,15.973
 ,16.686,-109.670,15.972
 ,-61.893,-82.259,15.970
 ,-58.081,155.436,15.963
 ,-31.744,44.321,15.962
 ,1.289,75.559,15.961
 ,-37.775,-31.179,15.958
 ,-34.323,-76.327,15.957
 ,-50.111,95.589,15.956
 ,-32.172,159.030,15.956
 ,37.173,-158.345,15.952
 ,11.577,-131.974,15.950
 ,-47.201,121.589,15.950
 ,51.558,0.445,15.950
 ,-8.809,12.281,15.949
 ,13.772,38.484,15.949
 ,46.559,-15.102,15.949
 ,71.355,-59.569,15.948
 ,-21.826,-46.444,15.948
 ,-31.344,-175.780,15.948
 ,30.459,-41.258,15.947
 ,-27.839,-169.250,15.946
 ,-25.443,142.761,15.946
 ,-57.928,-125.559,15.942
 ,64.202,118.663,15.941
 ,27.107,-7.003,15.940
 ,-54.473,-151.462,15.940
 ,-53.190,168.090,15.939
 ,-2.002,-162.296,15.938
 ,20.492,-45.113,15.938
 ,53.291,-153.999,15.937
 ,-48.970,-149.393,15.936
 ,30.038,-94.468,15.931
 ,-16.352,-49.323,15.930
 ,-1.617,102.774,15.930
 ,-81.397,71.725,15.929
 ,-74.052,18.147,15.929
 ,1.979,-164.151,15.929
 ,-63.413,38.470,15.927
 ,-24.810,-107.665,15.922
 ,-52.056,-146.830,15.922
 ,72.488,179.824,15.919
 ,-43.722,28.923,15.912
 ,-32.876,-103.144,15.910
 ,63.958,-102.526,15.907
 ,-71.791,-83.902,15.907
 ,27.540,-102.582,15.906
 ,46.932,-65.585,15.904
 ,-24.920,-40.976,15.904
 ,66.426,-140.375,15.904
 ,0.723,2.856,15.900
 ,-9.338,-0.989,15.898
 ,48.981,-111.641,15.896
 ,3.356,-93.353,15.895
 ,-25.424,-16.547,15.895
 ,-53.701,-170.978,15.894
 ,-42.885,30.099,15.893
 ,-60.343,-2.376,15.892
 ,-19.675,-40.427,15.891
 ,-81.072,25.190,15.891
 ,-42.786,-73.816,15.887
 ,-36.607,-128.582,15.887
 ,-36.026,-151.104,15.884
 ,-26.071,-55.693,15.881
 ,-14.380,16.841,15.879
 ,5.981,60.340,15.878
 ,-16.544,157.703,15.878
 ,-61.048,88.735,15.878
 ,-65.320,-67.908,15.877
 ,-48.613,170.303,15.876
 ,-22.324,-13.458,15.875
 ,-42.174,107.583,15.874
 ,36.422,-82.852,15.871
 ,41.730,104.528,15.871
 ,-48.927,-164.008,15.865
 ,11.398,-32.772,15.864
 ,-67.659,-163.500,15.864
 ,-51.618,-63.414,15.863
 ,-43.359,14.882,15.862
 ,6.612,34.089,15.859
 ,35.706,-57.427,15.859
 ,81.989,102.646,15.855
 ,-10.336,164.335,15.850
 ,-14.616,-31.194,15.850
 ,38.462,-66.210,15.847
 ,47.427,113.832,15.847
 ,-17.884,13.011,15.846
 ,-11.144,-151.185,15.845
 ,-6.343,-110.096,15.844
 ,63.795,-49.793,15.843
 ,4.129,52.704,15.841
 ,37.096,143.693,15.839
 ,-49.232,-2.341,15.839
 ,36.874,-103.132,15.838
 ,-14.202,-56.175,15.837
 ,42.910,-38.813,15.836
 ,76.476,-161.210,15.832
 ,32.728,-31.869,15.830
 ,23.941,71.191,15.829
 ,-56.469,-38.767,15.826
 ,-1.195,-102.711,15.825
 ,-0.179,153.499,15.819
 ,-40.093,19.463,15.819
 ,-36.720,-76.671,15.819
 ,-47.484,-161.834,15.818
 ,27.655,137.217,15.815
 ,-31.360,95.758,15.815
 ,-19.922,-44.923,15.815
 ,-42.005,46.513,15.813
 ,32.768,44.848,15.807
 ,-14.431,101.710,15.805
 ,69.063,-152.580,15.805
 ,64.701,39.077,15.803
 ,26.976,24.234,15.803
 ,45.243,-79.928,15.803
 ,-49.554,-56.931,15.798
 ,-36.558,162.499,15.797
 ,11.393,0.811,15.795
 ,1.190,-64.610,15.792
 ,17.118,-122.153,15.791
 ,-8.016,148.993,15.790
 ,-37.511,-167.217,15.790
 ,-45.244,142.712,15.788
 ,8.536,43.589,15.788
 ,-48.588,-32.538,15.788
 ,-11.561,35.951,15.785
 ,-50.697,49.660,15.782
 ,36.819,-8.949,15.782
 ,-43.824,92.208,15.780
 ,26.540,-91.114,15.779
 ,42.670,20.806,15.778
 ,-47.675,178.229,15.774
 ,11.164,83.332,15.768
 ,40.180,-58.755,15.763
 ,-31.181,168.200,15.763
 ,0.971,-28.754,15.761
 ,-42.482,-71.953,15.761
 ,35.194,-146.592,15.761
 ,33.782,-146.786,15.759
 ,39.662,-30.687,15.754
 ,-14.896,91.127,15.752
 ,56.469,-21.550,15.751
 ,-16.299,26.198,15.750
 ,-35.791,-15.960,15.750
 ,24.853,-141.083,15.750
 ,-15.056,154.833,15.747
 ,51.022,-71.297,15.743
 ,-49.382,121.651,15.743
 ,43.364,92.828,15.742
 ,20.730,4.806,15.741
 ,67.597,-157.125,15.740
 ,-27.136,-53.127,15.740
 ,-38.920,-8.245,15.738
 ,27.996,105.358,15.737
 ,-73.755,-62.833,15.735
 ,46.983,131.634,15.728
 ,28.601,-90.565,15.725
 ,-44.561,101.799,15.721
 ,64.054,-116.377,15.720
 ,-26.048,-38.130,15.720
 ,-2.817,-84.877,15.716
 ,-26.462,-117.814,15.716
 ,24.212,-138.740,15.715
 ,-11.007,-178.965,15.715
 ,-65.507,140.801,15.715
 ,-13.769,-100.848,15.715
 ,-0.389,-27.182,15.711
 ,-10.365,126.928,15.710
 ,-83.721,-58.290,15.708
 ,25.815,-79.165,15.707
 ,13.727,-20.920,15.707
 ,43.263,23.976,15.705
 ,26.306,-38.996,15.704
 ,-10.559,145.743,15.703
 ,-50.483,-40.666,15.703
 ,-56.337,119.407,15.701
 ,54.272,-172.257,15.701
 ,38.935,64.900,15.701
 ,0.078,5.248,15.700
 ,58.148,-3.896,15.698
 ,-35.911,157.266,15.698
 ,27.595,16.359,15.698
 ,55.261,-51.640,15.694
 ,-54.977,-3.821,15.693
 ,80.907,16.647,15.690
 ,-51.235,-56.692,15.688
 ,-30.737,-154.915,15.687
 ,21.930,-108.173,15.686
 ,23.669,104.834,15.686
 ,7.544,9.454,15.683
 ,-6.872,-107.764,15.682
 ,-4.452,93.074,15.682
 ,72.099,-137.878,15.681
 ,-56.273,-26.684,15.677
 ,-35.188,-72.338,15.677
 ,0.570,-49.491,15.674
 ,24.972,18.078,15.672
 ,45.521,-110.630,15.667
 ,-41.471,78.816,15.666
 ,-2.031,-45.880,15.665
 ,5.944,-123.700,15.663
 ,8.338,-110.503,15.662
 ,15.622,17.016,15.660
 ,-12.206,-46.714,15.659
 ,-41.520,106.137,15.658
 ,-23.934,-60.289,15.656
 ,20.654,-138.355,15.655
 ,-37.726,-85.843,15.655
 ,43.995,-71.442,15.652
 ,-4.370,-14.397,15.649
 ,-58.793,-138.798,15.648
 ,-33.809,-132.409,15.646
 ,-31.705,-151.018,15.645
 ,-25.658,70.304,15.644
 ,34.358,73.580,15.644
 ,-26.679,167.757,15.643
 ,-42.816,49.350,15.643
 ,6.737,-29.870,15.642
 ,-16.061,102.584,15.640
 ,56.752,-108.645,15.637
 ,58.187,24.408,15.637
 ,-31.742,-35.259,15.636
 ,-13.952,-53.102,15.636
 ,8.794,-41.124,15.634
 ,44.344,87.437,15.633
 ,2.512,33.367,15.628
 ,44.262,155.496,15.627
 ,43.079,-6.540,15.627
 ,28.236,-138.076,15.625
 ,51.462,-120.314,15.625
 ,-42.593,-139.411,15.625
 ,-27.876,-128.184,15.625
 ,-33.937,161.372,15.624
 ,45.372,-124.999,15.624
 ,23.413,43.653,15.622
 ,29.573,-121.914,15.622
 ,48.625,-119.927,15.621
 ,-8.312,-26.030,15.621
 ,-69.721,99.177,15.617
 ,16.511,11.922,15.615
 ,-43.192,128.956,15.613
 ,-37.776,-28.155,15.613
 ,-39.114,140.819,15.611
 ,-52.300,78.642,15.611
 ,39.233,-45.919,15.608
 ,46.943,60.465,15.601
 ,15.743,-6.469,15.600
 ,-26.643,-111.294,15.599
 ,-2.456,-134.181,15.598
 ,-4.156,-144.174,15.597
 ,-9.136,-128.916,15.594
 ,-18.962,-50.003,15.593
 ,-33.340,48.300,15.592
 ,-46.950,152.293,15.591
 ,34.172,-66.275,15.590
 ,44.495,-170.436,15.589
 ,17.536,-13.283,15.588
 ,8.509,-103.954,15.588
 ,-68.522,-79.308,15.586
 ,-33.164,141.013,15.586
 ,-14.626,72.771,15.580
 ,7.849,-62.972,15.578
 ,12.673,71.619,15.576
 ,-36.392,-152.209,15.576
 ,27.140,16.564,15.572
 ,68.988,112.834,15.562
 ,-29.679,-112.888,15.561
 ,-23.608,-51.057,15.560
 ,46.580,-146.309,15.559
 ,-36.826,-133.636,15.559
 ,-10.534,40.909,15.557
 ,41.130,-18.177,15.556
 ,39.614,6.594,15.552
 ,77.249,-136.927,15.547
 ,-52.451,114.105,15.545
 ,46.166,-111.524,15.544
 ,7.914,127.526,15.542
 ,17.671,31.862,15.541
 ,24.073,-15.797,15.540
 ,-39.168,126.554,15.539
 ,45.349,-4.192,15.538
 ,-13.147,-53.964,15.538
 ,30.729,175.478,15.536
 ,70.468,-164.165,15.531
 ,26.355,-55.946,15.530
 ,42.582,-170.230,15.526
 ,47.597,-60.616,15.524
 ,-22.534,170.024,15.521
 ,37.640,37.911,15.520
 ,-80.265,25.901,15.520
 ,-66.512,149.490,15.520
 ,16.786,-170.980,15.518
 ,-46.998,97.562,15.516
 ,38.935,-68.034,15.515
 ,-31.905,-41.126,15.514
 ,17.906,37.552,15.514
 ,-25.926,-32.427,15.511
 ,-19.331,-107.540,15.509
 ,-40.715,14.153,15.508
 ,-39.139,10.630,15.504
 ,-3.673,116.789,15.500
 ,36.398,0.837,15.497
 ,-20.433,-40.238,15.493
 ,-3.903,21.641,15.488
 ,65.827,-36.625,15.488
 ,33.184,-139.198,15.483
 ,39.911,-28.269,15.482
 ,-79.798,105.564,15.479
 ,-20.828,69.364,15.478
 ,-30.760,-80.084,15.478
 ,64.756,81.091,15.474
 ,-12.239,-69.413,15.473
 ,31.234,-39.448,15.471
 ,-6.473,-75.857,15.465
 ,42.556,100.520,15.462
 ,47.987,-159.768,15.461
 ,14.463,-37.390,15.460
 ,-57.869,-159.428,15.457
 ,52.424,113.239,15.455
 ,17.912,-10.588,15.455
 ,74.940,-173.200,15.453
 ,23.953,68.961,15.453
 ,0.447,-66.265,15.453
 ,-35.734,-2.508,15.449
 ,-18.883,135.272,15.448
 ,-18.867,13.941,15.446
 ,-78.328,45.323,15.439
 ,31.411,-15.762,15.438
 ,51.601,-72.896,15.437
 ,-76.538,-2.388,15.434
 ,-15.449,-120.934,15.434
 ,-65.835,150.207,15.433
 ,-50.791,59.764,15.433
 ,42.647,81.683,15.431
 ,-18.695,-125.170,15.431
 ,-47.575,-163.531,15.430
 ,-71.789,-167.440,15.428
 ,-64.657,-105.848,15.426
 ,-36.434,-118.643,15.426
 ,-0.751,110.539,15.424
 ,3.949,-118.602,15.422
 ,22.188,104.889,15.419
 ,2.452,-8.353,15.418
 ,-35.814,-114.444,15.415
 ,-69.611,-28.448,15.413
 ,-33.572,-167.754,15.413
 ,42.320,-66.392,15.411
 ,-30.748,179.577,15.411
 ,42.907,-103.174,15.407
 ,-14.242,15.756,15.405
 ,-53.377,63.893,15.404
 ,-44.043,-23.147,15.397
 ,-43.051,126.796,15.395
 ,-40.645,39.966,15.394
 ,-12.110,120.235,15.393
 ,-21.795,-108.321,15.391
 ,-47.151,150.760,15.390
 ,-35.297,-59.807,15.389
 ,0.611,-41.629,15.389
 ,55.536,-18.891,15.386
 ,13.459,154.230,15.386
 ,-44.517,116.330,15.385
 ,37.336,-125.494,15.385
 ,-60.647,13.579,15.385
 ,-46.437,108.779,15.383
 ,0.689,-19.169,15.383
 ,-20.985,-22.605,15.383
 ,-44.097,-124.718,15.383
 ,-42.336,85.261,15.382
 ,40.317,-86.071,15.381
 ,-36.074,-129.764,15.377
 ,77.793,-113.240,15.377
 ,-39.450,-102.952,15.377
 ,-15.026,142.354,15.375
 ,-77.183,38.225,15.375
 ,32.189,-27.038,15.372
 ,-66.458,-139.784,15.372
 ,-44.386,-72.606,15.370
 ,57.161,-8.278,15.370
 ,30.968,-50.139,15.369
 ,-48.839,-106.641,15.367
 ,-59.388,-168.176,15.365
 ,-5.303,-109.016,15.365
 ,-25.675,-172.451,15.364
 ,6.320,-63.584,15.363
 ,-52.365,143.327,15.362
 ,14.893,37.204,15.358
 ,12.875,-95.286,15.355
 ,39.532,43.286,15.355
 ,-18.562,82.393,15.354
 ,-5.196,116.519,15.353
 ,-28.706,68.795,15.352
 ,-19.217,85.186,15.345
 ,-77.743,14.690,15.345
 ,22.200,-111.888,15.344
 ,45.324,-168.695,15.343
 ,19.451,-108.471,15.343
 ,-33.456,-151.977,15.342
 ,5.343,-121.647,15.341
 ,-35.913,110.142,15.338
 ,12.461,-7.899,15.337
 ,-38.755,-0.076,15.337
 ,-23.303,-135.229,15.335
 ,-70.474,37.286,15.334
 ,26.782,-131.944,15.333
 ,-23.546,129.834,15.331
 ,-84.567,-149.613,15.331
 ,28.835,7.164,15.329
 ,26.928,-165.425,15.326
 ,61.809,31.248,15.326
 ,46.702,-166.617,15.325
 ,-58.381,-164.137,15.324
 ,-41.506,94.078,15.322
 ,-31.986,115.439,15.321
 ,-36.203,-118.815,15.321
 ,-20.987,-104.476,15.317
 ,63.891,109.086,15.312
 ,72.342,125.164,15.310
 ,-22.912,-170.046,15.309
 ,-48.857,125.805,15.308
 ,78.012,-173.369,15.304
 ,33.443,-52.139,15.304
 ,28.731,-11.362,15.303
 ,41.262,-50.934,15.303
 ,-74.412,-29.463,15.299
 ,39.473,-49.695,15.293
 ,39.175,135.089,15.293
 ,-64.381,-44.740,15.292
 ,-15.601,93.479,15.292
 ,-33.977,-40.742,15.291
 ,-56.117,12.201,15.290
 ,-31.843,-101.381,15.287
 ,-46.527,21.772,15.287
 ,-19.676,32.296,15.283
 ,-7.147,-94.273,15.283
 ,-2.899,120.797,15.282
 ,-66.268,-59.706,15.282
 ,-63.445,-129.681,15.281
 ,16.860,-33.151,15.279
 ,-13.857,-92.938,15.278
 ,-45.554,32.862,15.276
 ,22.344,-60.628,15.275
 ,-31.643,-104.572,15.268
 ,-4.368,-143.291,15.267
 ,-31.070,-157.872,15.267
 ,30.149,-33.199,15.265
 ,0.456,-117.056,15.264
 ,-55.446,0.484,15.262
 ,49.770,100.842,15.261
 ,-31.157,9.992,15.259
 ,-23.189,-167.803,15.257
 ,-26.879,-178.336,15.256
 ,35.266,-50.508,15.256
 ,-23.223,-88.489,15.254
 ,32.949,-118.323,15.254
 ,0.370,118.862,15.254
 ,53.596,-118.594,15.252
 ,-40.856,125.534,15.251
 ,29.303,-16.727,15.251
 ,-1.829,-113.473,15.250
 ,-32.918,167.712,15.250
 ,-0.329,138.260,15.249
 ,-74.528,-42.074,15.247
 ,36.678,17.912,15.247
 ,78.445,-173.791,15.244
 ,52.787,-10.612,15.243
 ,-23.012,-2.629,15.243
 ,-29.428,39.931,15.241
 ,-48.606,-164.297,15.241
 ,-61.224,15.020,15.239
 ,31.253,159.417,15.239
 ,25.086,-58.882,15.239
 ,-42.828,177.831,15.237
 ,-32.972,-79.295,15.236
 ,-18.834,-8.932,15.233
 ,-5.858,-105.637,15.233
 ,-43.031,100.125,15.233
 ,43.390,-88.886,15.231
 ,-21.242,52.319,15.228
 ,-60.533,-55.723,15.226
 ,-47.815,120.131,15.225
 ,-27.542,144.008,15.225
 ,46.266,169.214,15.224
 ,52.738,-99.683,15.221
 ,-0.847,-21.538,15.220
 ,37.548,-175.019,15.218
 ,-2.471,71.951,15.218
 ,81.842,34.343,15.216
 ,-67.173,-135.869,15.212
 ,-49.895,118.028,15.211
 ,-28.110,71.725,15.209
 ,49.685,-52.791,15.207
 ,11.829,1.476,15.207
 ,-6.055,15.307,15.207
 ,26.815,-110.074,15.204
 ,21.411,80.405,15.204
 ,9.763,-134.641,15.204
 ,-24.583,-54.857,15.198
 ,53.919,102.239,15.197
 ,-4.690,117.159,15.196
 ,-43.785,-2.989,15.194
 ,-69.187,-26.187,15.192
 ,45.606,-146.351,15.191
 ,-43.913,95.393,15.191
 ,13.246,81.531,15.190
 ,-39.116,-166.327,15.189
 ,28.733,45.498,15.187
 ,17.142,-63.246,15.184
 ,-23.559,16.908,15.182
 ,3.638,161.789,15.182
 ,-4.564,-114.175,15.182
 ,-25.951,-86.367,15.181
 ,5.385,-100.123,15.179
 ,-5.517,-21.972,15.179
 ,-25.487,-153.387,15.179
 ,-24.752,5.943,15.178
 ,65.213,49.823,15.177
 ,85.959,149.249,15.172
 ,71.917,-160.709,15.171
 ,-18.486,-66.597,15.171
 ,-25.916,83.646,15.171
 ,-27.627,160.642,15.162
 ,-16.680,-174.959,15.160
 ,12.490,27.571,15.160
 ,-8.424,77.225,15.158
 ,-38.300,-0.010,15.158
 ,69.532,122.156,15.156
 ,71.244,-111.226,15.156
 ,-75.552,-72.173,15.152
 ,25.229,-7.668,15.152
 ,-75.687,58.224,15.152
 ,16.971,67.891,15.151
 ,-27.007,171.822,15.150
 ,33.758,-144.776,15.149
 ,-13.301,129.657,15.149
 ,-16.195,-78.789,15.147
 ,-36.064,-84.637,15.146
 ,49.893,-164.253,15.146
 ,-46.956,4.444,15.145
 ,-27.815,-137.208,15.145
 ,1.284,-167.634,15.144
 ,-59.906,23.296,15.144
 ,44.959,63.543,15.143
 ,49.000,-114.620,15.139
 ,-41.325,-145.989,15.137
 ,-1.762,-63.292,15.135
 ,-35.830,-76.474,15.135
 ,14.232,-136.201,15.133
 ,50.877,15.768,15.133
 ,-31.466,6.685,15.132
 ,45.722,-120.061,15.132
 ,-39.459,71.258,15.132
 ,-41.270,-87.790,15.131
 ,31.957,148.444,15.131
 ,59.302,-125.502,15.131
 ,-53.843,96.342,15.129
 ,47.774,70.256,15.128
 ,-35.071,-82.665,15.128
 ,29.015,-129.205,15.128
 ,41.045,125.929,15.125
 ,-45.573,-99.371,15.123
 ,48.690,20.055,15.119
 ,3.081,-163.614,15.118
 ,66.788,-144.664,15.117
 ,-24.688,171.204,15.116
 ,-2.334,104.557,15.116
 ,47.367,-44.649,15.112
 ,-45.697,65.282,15.111
 ,-0.305,-35.282,15.110
 ,-59.351,150.630,15.110
 ,-32.697,-120.650,15.109
 ,12.752,98.424,15.108
 ,-8.409,52.097,15.106
 ,-9.666,31.047,15.106
 ,-50.945,-161.522,15.106
 ,-1.447,149.119,15.106
 ,-61.104,-137.511,15.104
 ,-39.782,-176.028,15.103
 ,-23.603,-179.675,15.103
 ,-40.063,93.481,15.102
 ,52.152,101.580,15.102
 ,37.001,47.096,15.101
 ,-59.781,-142.014,15.101
 ,-35.810,139.930,15.099
 ,-25.593,-43.213,15.097
 ,-47.683,124.187,15.097
 ,-29.831,126.561,15.096
 ,-55.673,47.669,15.096
 ,15.631,112.720,15.096
 ,-55.500,120.813,15.096
 ,-39.693,-88.876,15.095
 ,-28.809,36.200,15.094
Nureyev,11.677,-173.129,15.093
 ,42.869,2.141,15.089
 ,67.805,158.547,15.089
 ,27.527,104.694,15.088
 ,-39.471,-123.450,15.088
 ,35.556,-9.264,15.084
 ,-85.269,143.923,15.084
 ,-21.311,-98.502,15.082
 ,-37.183,112.350,15.080
 ,-77.472,136.745,15.079
 ,72.471,28.244,15.079
 ,-39.381,-39.039,15.078
 ,-51.500,30.709,15.077
 ,-34.991,-97.548,15.077
 ,-53.629,3.510,15.077
 ,21.440,-83.755,15.076
 ,11.028,52.381,15.075
 ,-0.822,11.175,15.074
 ,-4.101,134.139,15.072
 ,-71.458,-127.684,15.071
 ,-70.891,-64.771,15.071
 ,-51.054,134.840,15.071
 ,-63.329,-26.894,15.069
 ,65.897,177.920,15.069
Qi Baishi,-4.276,164.376,15.068
 ,-20.263,-69.175,15.068
 ,-36.400,-128.866,15.068
 ,-24.705,7.418,15.067
 ,16.408,102.656,15.067
 ,72.614,-169.806,15.065
 ,-50.148,105.406,15.065
 ,40.829,-13.234,15.064
 ,-75.708,131.544,15.060
 ,71.303,-177.037,15.059
 ,31.292,-122.686,15.059
 ,54.035,-151.998,15.058
 ,-6.581,-80.555,15.058
 ,-57.026,-153.331,15.057
 ,46.586,-58.928,15.057
 ,-38.973,63.458,15.055
 ,61.730,-166.224,15.054
 ,6.596,111.712,15.053
 ,37.525,-13.192,15.051
 ,-5.625,-108.254,15.046
 ,20.977,3.477,15.045
 ,-52.010,-162.326,15.044
 ,-54.814,-110.274,15.043
 ,-41.115,-1.792,15.043
 ,-32.668,-38.520,15.042
 ,6.559,43.304,15.041
 ,7.089,102.803,15.036
 ,-38.437,149.136,15.035
 ,41.685,-49.184,15.033
 ,34.340,-86.788,15.033
 ,-12.444,-0.731,15.030
 ,53.326,-115.501,15.028
 ,-42.400,-11.175,15.027
 ,1.506,-112.277,15.027
 ,-45.549,-140.722,15.027
 ,23.704,9.113,15.027
 ,48.918,62.244,15.025
 ,30.452,30.936,15.025
 ,43.186,-86.466,15.025
 ,14.079,-109.819,15.024
 ,-7.169,130.238,15.023
 ,27.512,-78.371,15.023
 ,-26.201,-84.311,15.022
 ,6.200,-21.573,15.022
 ,-32.469,24.348,15.022
 ,-36.200,-127.719,15.021
 ,-23.875,108.143,15.021
 ,30.794,-140.109,15.020
 ,66.700,23.236,15.019
 ,9.993,-23.440,15.019
 ,68.455,91.252,15.018
 ,28.097,48.321,15.018
 ,-54.580,-133.719,15.015
 ,-44.443,9.325,15.014
 ,-56.539,115.206,15.013
 ,-9.758,8.559,15.013
 ,13.349,-7.197,15.013
 ,-53.262,-91.361,15.012
 ,-19.903,122.335,15.011
 ,50.551,10.367,15.009
 ,-3.967,14.183,15.007
 ,1.261,-12.244,15.007
 ,69.050,-139.026,15.005
 ,19.405,-5.306,15.003
 ,10.317,-41.328,15.003
 ,-6.839,41.945,15.003
 ,28.789,-19.338,15.003
 ,76.809,-176.246,15.002
 ,65.967,-54.167,14.999
 ,1.205,-129.227,14.997
 ,39.251,-40.153,14.996
 ,-28.255,140.794,14.994
 ,-16.926,-146.749,14.993
 ,-74.816,34.152,14.992
 ,37.859,-9.765,14.990
 ,-49.131,60.138,14.989
 ,21.527,107.789,14.989
 ,-10.202,-7.592,14.984
 ,-40.776,138.733,14.983
 ,-4.798,-57.978,14.982
 ,42.564,15.645,14.982
 ,-58.296,-82.037,14.982
 ,50.898,60.385,14.981
 ,15.351,82.493,14.978
 ,59.262,6.243,14.977
 ,-47.741,130.999,14.974
 ,17.105,4.610,14.973
 ,-39.151,-48.533,14.973
 ,0.420,139.719,14.972
 ,-45.995,-153.400,14.972
 ,7.037,-100.681,14.969
 ,21.727,70.374,14.968
 ,35.150,-27.417,14.968
 ,29.404,145.849,14.968
 ,-3.381,-92.780,14.967
 ,-71.837,-17.030,14.967
 ,-55.704,-176.991,14.966
 ,73.775,-150.942,14.964
 ,22.969,-117.152,14.961
 ,-48.342,-135.642,14.961
 ,1.198,-42.075,14.960
 ,-23.835,14.108,14.960
 ,85.281,138.286,14.959
 ,-11.245,32.586,14.957
 ,-63.293,-13.823,14.956
 ,-41.593,124.872,14.954
 ,-35.219,-39.130,14.954
 ,-5.430,103.511,14.954
 ,-26.530,139.514,14.953
 ,22.645,94.219,14.951
 ,28.569,91.246,14.950
 ,8.370,106.626,14.950
 ,35.868,53.786,14.946
 ,-34.054,41.537,14.945
 ,-45.070,-148.848,14.940
