name,lat,lon,diam
 ,-15.866,-134.849,42.687
 ,21.387,31.390,42.681
 ,72.465,-167.378,42.679
 ,-16.430,-36.517,42.673
 ,-73.690,-27.151,42.672
 ,-33.249,33.891,42.662
 ,-15.897,-117.609,42.659
 ,39.687,96.992,42.658
 ,-8.187,163.188,42.643
 ,31.760,-6.083,42.636
 ,-39.151,170.052,42.628
 ,10.241,83.144,42.618
 ,-4.617,-12.779,42.614
 ,-77.354,73.432,42.601
 ,-62.911,-29.110,42.594
 ,37.955,-133.796,42.567
 ,16.963,120.438,42.560
 ,36.241,-108.062,42.555
 ,18.348,-135.437,42.555
 ,41.260,-72.364,42.554
 ,-16.229,-176.585,42.540
 ,-6.743,4.926,42.526
 ,0.305,18.164,42.526
 ,4.409,67.317,42.524
 ,17.564,-131.173,42.515
 ,-48.399,176.852,42.501
 ,59.552,29.619,42.497
 ,66.396,-15.691,42.478
 ,33.006,112.781,42.472
 ,-23.317,-156.176,42.470
 ,41.244,-63.263,42.447
 ,25.815,-109.803,42.443
 ,-84.915,-90.202,42.427
 ,48.116,105.399,42.407
 ,-63.490,166.842,42.399
 ,-40.300,-136.336,42.384
Ovid,-69.765,-20.202,42.374
 ,-61.487,124.057,42.372
 ,25.289,-124.534,42.369
 ,-22.050,179.164,42.361
 ,52.992,-66.077,42.356
 ,-45.999,74.476,42.353
 ,2.425,10.553,42.339
 ,-69.073,49.275,42.324
 ,35.865,-43.124,42.315
 ,-11.624,73.086,42.307
 ,-41.919,-166.887,42.291
 ,-61.315,152.126,42.286
 ,-22.434,106.707,42.280
 ,43.356,-59.728,42.255
 ,37.044,-106.404,42.251
 ,18.347,-80.633,42.246
 ,50.871,177.111,42.233
 ,60.101,141.416,42.233
 ,-29.305,-174.421,42.228
 ,45.832,171.461,42.226
 ,-11.444,-128.558,42.223
 ,55.509,-81.773,42.216
 ,-38.097,16.846,42.214
 ,-48.757,125.343,42.211
 ,35.896,36.925,42.207
 ,-30.891,-101.291,42.130
 ,16.950,119.347,42.113
 ,-1.368,-66.686,42.107
 ,-85.051,-13.684,42.100
 ,-13.572,50.394,42.089
 ,-14.243,171.159,42.066
 ,26.917,-54.133,42.064
 ,17.081,-37.516,42.063
 ,-20.783,-119.767,42.060
 ,2.097,2.724,42.045
 ,-36.543,118.566,42.040
 ,-58.664,-107.909,42.038
 ,-7.175,-174.380,42.029
 ,34.852,-3.920,42.029
 ,0.908,120.437,42.018
 ,-27.790,-113.383,42.017
 ,6.095,-113.399,42.016
 ,22.274,-115.647,42.016
 ,22.745,-50.367,42.012
 ,10.191,10.261,42.008
 ,20.207,-108.886,42.004
 ,-66.202,-171.288,41.982
 ,-76.254,19.044,41.972
 ,-76.901,6.824,41.963
 ,9.307,-169.886,41.954
 ,-15.204,137.964,41.872
 ,14.405,-26.859,41.867
 ,-39.912,56.242,41.863
 ,11.063,34.426,41.862
 ,-9.387,31.465,41.862
 ,28.238,-104.935,41.846
 ,-81.156,-85.477,41.822
 ,38.649,-24.698,41.811
 ,-41.269,43.464,41.810
 ,12.429,133.273,41.809
 ,-13.988,-138.896,41.790
Wergeland,-37.923,-56.376,41.771
 ,-2.665,-166.470,41.765
 ,21.360,-39.178,41.759
 ,-63.916,-145.781,41.755
 ,-12.092,174.756,41.754
 ,44.936,25.806,41.739
 ,-23.538,139.026,41.725
 ,-18.799,-151.064,41.724
 ,-32.150,148.813,41.720
 ,-19.478,174.463,41.719
 ,75.779,165.507,41.710
 ,-16.660,32.725,41.708
 ,-34.561,162.367,41.700
 ,-41.065,-109.803,41.696
 ,43.631,70.573,41.694
 ,-34.931,-90.086,41.691
 ,26.529,-94.806,41.690
 ,14.763,33.310,41.664
 ,13.321,-105.142,41.639
 ,-29.570,105.910,41.631
 ,75.380,-6.827,41.619
 ,-22.793,44.471,41.619
 ,8.572,-81.495,41.602
 ,-33.468,29.907,41.592
 ,-13.714,-158.498,41.589
 ,47.458,-21.564,41.585
 ,-1.749,45.710,41.563
 ,74.673,-113.603,41.556
 ,-30.519,15.796,41.550
 ,51.434,-54.916,41.514
 ,-65.184,-165.294,41.500
 ,-42.895,120.470,41.496
 ,22.843,68.905,41.494
 ,66.058,43.262,41.493
 ,19.613,-8.066,41.493
 ,-44.337,-93.737,41.492
 ,-21.510,-143.631,41.487
 ,-64.008,-175.141,41.431
 ,3.894,-102.481,41.428
 ,35.445,-62.327,41.418
 ,30.608,-142.745,41.414
 ,-69.535,-141.221,41.388
 ,-42.186,6.465,41.375
 ,5.281,-56.065,41.361
 ,-47.203,174.700,41.360
 ,-80.354,8.447,41.349
 ,78.531,169.592,41.344
 ,79.655,-31.449,41.344
 ,81.099,-56.313,41.342
 ,-70.240,-85.067,41.340
 ,34.270,-21.498,41.333
 ,-68.232,-3.914,41.325
 ,14.900,-172.933,41.313
 ,7.218,-155.659,41.290
 ,-13.367,131.020,41.278
 ,66.657,-131.596,41.276
 ,-65.408,-4.189,41.270
 ,-22.836,-154.426,41.261
 ,-42.478,-1.540,41.254
 ,-55.319,142.610,41.237
Benoit,7.535,104.317,41.226
 ,-46.130,79.803,41.219
 ,-42.280,41.097,41.215
 ,73.629,-163.161,41.215
 ,-17.280,35.235,41.213
 ,-10.852,-110.966,41.181
 ,-16.812,19.305,41.168
 ,-69.770,143.010,41.143
 ,22.606,-139.352,41.142
 ,74.020,-16.488,41.141
 ,-12.982,-126.678,41.141
 ,-30.108,-12.910,41.137
Chesterton,88.536,-127.835,41.136
 ,-53.791,-92.570,41.124
 ,31.472,-69.878,41.117
 ,-14.900,30.354,41.116
 ,58.400,132.994,41.078
 ,6.462,-153.887,41.076
 ,-43.361,-178.884,41.071
 ,-49.611,43.464,41.043
 ,-15.864,-64.581,41.041
 ,-7.145,-14.734,41.040
 ,53.888,-95.138,41.037
 ,22.007,87.514,41.022
 ,34.722,85.893,41.008
 ,31.064,98.759,41.007
 ,-37.101,10.493,40.996
 ,16.385,-63.218,40.992
 ,-59.773,-111.438,40.956
 ,6.732,79.449,40.953
Apollodorus,30.521,163.223,40.949
 ,45.228,-54.360,40.940
 ,-30.427,-46.690,40.919
 ,-48.854,-172.270,40.918
 ,31.768,110.048,40.915
 ,8.951,-130.628,40.904
 ,-31.417,-108.142,40.899
 ,41.068,-67.328,40.897
 ,-57.092,-55.810,40.889
 ,14.085,38.128,40.889
 ,-30.309,-44.340,40.885
 ,44.577,-7.825,40.885
 ,-76.488,-148.037,40.877
 ,-39.414,-170.125,40.876
 ,6.146,-11.841,40.875
 ,48.878,-100.913,40.871
 ,51.702,-101.646,40.870
 ,-1.927,36.527,40.868
 ,-26.714,-111.217,40.854
 ,20.672,-63.328,40.848
 ,17.421,125.630,40.841
 ,27.144,-93.674,40.808
 ,-68.799,-65.255,40.805
 ,5.818,20.552,40.758
 ,31.758,-14.726,40.748
 ,-54.282,33.353,40.732
 ,-31.756,-163.013,40.730
 ,9.036,-31.045,40.715
 ,22.126,-93.698,40.711
 ,-43.269,135.473,40.707
 ,29.567,63.917,40.701
 ,-2.484,90.928,40.681
 ,-39.914,124.554,40.671
 ,-4.277,-68.139,40.662
 ,6.564,-108.427,40.652
 ,-5.131,-15.493,40.647
 ,-34.495,8.738,40.647
 ,65.046,108.968,40.644
 ,-7.754,-171.174,40.642
 ,-41.655,147.407,40.639
 ,22.601,-107.857,40.635
 ,34.663,132.599,40.622
 ,25.022,103.614,40.622
 ,-22.341,60.034,40.588
 ,-69.270,-89.391,40.575
 ,6.038,-143.952,40.571
 ,43.779,-178.344,40.571
 ,-68.245,179.482,40.557
 ,20.665,37.049,40.552
 ,25.213,51.089,40.547
 ,-47.326,132.248,40.540
 ,-28.704,0.304,40.527
 ,-10.617,6.449,40.521
 ,-9.276,-116.812,40.520
 ,30.788,-69.725,40.519
 ,-78.131,94.610,40.502
 ,76.973,-145.932,40.491
 ,-21.887,161.689,40.484
 ,-79.078,137.101,40.469
 ,29.142,-20.562,40.467
 ,-41.969,177.126,40.444
 ,6.434,-35.439,40.439
 ,33.284,-13.618,40.435
 ,-64.769,46.037,40.429
 ,34.912,-79.599,40.429
 ,-12.915,133.212,40.414
 ,-54.283,-72.542,40.412
 ,-54.935,101.922,40.402
 ,38.055,-130.599,40.395
 ,4.877,-110.231,40.390
 ,5.755,53.703,40.385
 ,-60.934,99.959,40.384
 ,49.208,-107.546,40.360
 ,-3.572,67.761,40.359
 ,26.421,-31.855,40.332
 ,27.892,-131.992,40.330
 ,4.300,-39.585,40.323
 ,7.227,-19.460,40.320
 ,12.399,-26.073,40.313
 ,28.194,-38.405,40.307
 ,31.689,-57.070,40.297
 ,-14.385,-148.798,40.284
 ,87.000,-144.733,40.283
 ,10.103,-43.280,40.263
 ,-34.628,113.898,40.256
 ,-39.102,148.811,40.251
 ,-13.438,-77.339,40.221
 ,0.672,178.057,40.216
 ,-30.421,-176.842,40.203
 ,-6.222,-21.114,40.201
 ,-35.863,22.864,40.184
 ,-17.575,172.727,40.181
 ,-5.513,106.013,40.181
 ,-2.044,133.385,40.160
 ,-29.157,58.886,40.160
 ,-37.983,131.182,40.159
 ,43.799,-173.809,40.143
 ,-27.067,81.216,40.138
 ,-49.639,140.160,40.136
 ,24.496,-107.412,40.123
 ,-21.438,-4.663,40.118
 ,41.073,-88.241,40.116
 ,41.530,109.101,40.114
 ,14.709,41.375,40.114
 ,16.075,14.433,40.106
 ,-43.282,-152.278,40.104
 ,-50.550,-29.077,40.102
 ,-36.228,54.708,40.102
 ,-59.687,-179.737,40.097
 ,-81.817,115.101,40.093
 ,-33.709,-178.219,40.093
 ,-17.999,-24.061,40.092
 ,46.953,-30.768,40.091
 ,-50.312,106.468,40.083
 ,-35.018,27.470,40.081
 ,-12.350,-40.197,40.073
 ,12.325,-35.549,40.068
 ,-6.865,-57.838,40.066
 ,-31.513,-161.918,40.065
 ,0.353,17.455,40.054
 ,-26.755,130.049,40.051
 ,33.441,81.438,40.036
 ,13.001,-32.226,40.033
 ,-2.437,-98.292,40.029
 ,-40.917,-12.914,40.022
 ,17.066,-66.555,40.016
 ,-54.581,26.728,40.013
 ,-3.513,-136.826,40.005
 ,13.912,87.724,40.000
 ,-19.402,11.192,39.989
 ,-47.124,19.579,39.987
 ,12.957,176.529,39.974
 ,-62.520,36.058,39.948
 ,19.394,71.088,39.947
 ,-68.523,-76.769,39.929
 ,-2.994,85.920,39.926
 ,-5.493,99.244,39.915
 ,-58.674,-123.313,39.908
 ,20.061,33.786,39.897
 ,48.032,30.398,39.893
 ,8.751,-23.003,39.887
 ,-10.952,128.099,39.885
 ,-38.298,173.452,39.876
 ,-82.011,69.464,39.870
 ,38.652,174.930,39.869
 ,-3.170,140.399,39.855
 ,2.819,-150.780,39.847
 ,41.601,-103.887,39.832
 ,16.881,35.402,39.810
 ,-10.522,60.534,39.806
 ,-29.430,53.983,39.804
 ,40.148,52.365,39.795
 ,-74.706,-167.017,39.793
 ,-11.529,-175.480,39.788
 ,5.777,-143.077,39.773
 ,13.855,9.099,39.763
 ,39.859,-72.805,39.757
 ,-53.699,34.211,39.714
 ,84.449,-141.621,39.680
 ,70.206,-107.321,39.674
 ,65.977,125.553,39.661
 ,-25.287,103.079,39.645
 ,-68.109,-136.523,39.631
 ,11.313,79.198,39.621
 ,-56.953,120.158,39.618
 ,34.394,-57.160,39.606
 ,-57.069,32.977,39.600
 ,9.692,-0.084,39.594
 ,-9.993,-114.686,39.589
 ,-40.052,-7.784,39.588
 ,-1.428,-137.574,39.586
 ,-3.889,90.980,39.582
 ,52.474,-33.862,39.578
 ,-15.137,176.507,39.577
 ,19.110,-128.878,39.576
 ,-47.231,-26.337,39.572
 ,12.601,104.116,39.561
 ,-18.498,40.590,39.550
 ,18.474,18.525,39.548
Rivera,69.273,32.197,39.530
 ,32.863,28.401,39.526
 ,16.709,-84.527,39.518
 ,40.889,-37.935,39.514
 ,1.585,117.055,39.513
 ,55.945,-34.309,39.510
 ,-18.251,-172.683,39.500
 ,-4.935,-138.002,39.486
 ,-35.917,-98.416,39.479
 ,5.536,90.059,39.474
 ,42.144,-132.879,39.469
 ,18.684,-126.338,39.468
 ,61.580,-76.836,39.438
 ,49.695,-159.878,39.407
 ,-12.593,121.714,39.404
 ,25.589,-102.360,39.403
 ,15.609,-71.258,39.403
 ,23.681,74.986,39.396
 ,-26.727,6.776,39.394
 ,-39.585,50.588,39.386
 ,-42.029,109.556,39.384
 ,9.863,-5.093,39.362
 ,30.677,29.430,39.362
 ,15.668,39.875,39.352
 ,1.361,-64.440,39.332
 ,31.043,-86.053,39.321
 ,-46.916,74.769,39.318
 ,-18.893,-34.886,39.315
 ,-4.096,-59.023,39.304
 ,-15.469,-28.354,39.301
 ,-13.382,-153.284,39.286
 ,-56.329,150.077,39.283
 ,60.798,-86.987,39.276
 ,21.644,113.160,39.251
 ,-10.162,64.003,39.235
 ,15.193,19.884,39.230
 ,-83.873,-67.615,39.228
 ,-58.408,-44.692,39.199
 ,49.019,79.129,39.194
 ,36.592,166.649,39.194
 ,64.538,-104.612,39.192
 ,50.182,-15.590,39.179
 ,-35.365,170.383,39.174
 ,27.030,152.925,39.166
 ,1.749,-151.877,39.165
 ,-8.838,156.254,39.160
 ,70.530,170.414,39.157
 ,-60.892,-155.086,39.156
 ,1.779,-18.197,39.149
 ,51.252,-60.764,39.147
 ,-9.036,-142.646,39.147
 ,-34.609,140.177,39.146
 ,-11.603,133.003,39.146
 ,56.464,-12.118,39.144
 ,-44.257,129.577,39.143
 ,-33.057,113.921,39.140
 ,-3.203,-21.784,39.136
 ,50.028,-73.138,39.118
 ,42.484,-149.531,39.113
 ,41.729,18.070,39.099
 ,-79.059,85.071,39.091
 ,-26.191,69.050,39.089
 ,-8.077,37.133,39.080
 ,30.801,26.487,39.063
 ,-15.269,88.286,39.047
 ,29.747,-124.275,39.045
 ,-41.946,31.339,39.037
 ,-5.593,48.906,39.036
 ,14.380,72.323,39.036
 ,-1.433,124.621,39.031
 ,34.588,81.915,39.029
 ,-54.052,17.658,39.028
 ,54.630,-69.535,39.026
 ,-26.098,-38.435,39.009
 ,27.356,69.088,38.990
 ,9.418,-9.105,38.979
 ,-77.152,175.991,38.977
 ,0.009,-166.872,38.971
 ,-34.806,135.681,38.958
 ,22.213,-134.125,38.951
 ,-2.653,32.110,38.947
 ,-36.710,-96.039,38.930
 ,0.459,-37.837,38.927
 ,48.932,48.921,38.922
 ,-51.709,44.674,38.921
 ,12.716,15.876,38.900
 ,-28.506,-129.013,38.896
 ,-28.608,-96.951,38.888
 ,-59.927,18.203,38.846
 ,5.780,-6.146,38.835
 ,54.205,109.974,38.820
 ,-45.825,-97.200,38.808
 ,48.644,179.393,38.800
 ,-55.175,-25.856,38.786
 ,-29.485,107.556,38.755
 ,64.293,-65.857,38.753
 ,-5.345,-108.497,38.747
 ,27.591,-0.331,38.746
 ,-28.166,38.554,38.746
 ,-40.420,-129.881,38.713
 ,7.173,-127.184,38.705
 ,58.966,86.696,38.699
 ,13.230,-105.915,38.698
 ,-8.986,-30.410,38.697
 ,19.936,51.023,38.682
 ,-12.847,-44.330,38.673
 ,-72.326,-114.111,38.670
 ,-5.263,-166.228,38.650
 ,-15.475,-48.232,38.642
 ,1.807,-146.886,38.618
 ,-33.373,-91.574,38.618
 ,25.570,-3.675,38.616
 ,-56.405,-12.095,38.603
 ,9.958,-6.132,38.598
 ,-16.851,68.315,38.595
 ,-7.573,5.508,38.594
 ,65.491,-160.841,38.587
 ,-53.136,-14.873,38.583
 ,-39.199,5.637,38.571
 ,-69.554,97.489,38.564
 ,-27.042,-85.913,38.563
 ,36.538,-49.923,38.560
 ,0.475,93.122,38.559
 ,-44.192,176.397,38.551
 ,-13.849,-100.908,38.547
 ,24.402,29.584,38.522
 ,-51.772,161.432,38.519
 ,-48.327,-100.189,38.518
 ,18.930,-113.137,38.518
 ,-28.673,147.670,38.506
 ,14.246,147.610,38.502
Kyosai,25.157,4.884,38.501
 ,31.935,-9.125,38.488
 ,-32.863,-141.138,38.478
 ,-1.344,64.246,38.462
 ,-49.811,25.855,38.461
 ,-49.745,-165.886,38.461
 ,-39.010,-54.047,38.453
 ,-18.120,-179.544,38.411
 ,-32.090,61.078,38.410
 ,49.127,26.957,38.408
 ,-10.322,-40.111,38.408
 ,-2.323,-167.800,38.407
 ,-8.787,-98.644,38.405
 ,28.607,-44.286,38.402
 ,66.434,-160.579,38.382
 ,-40.147,4.125,38.371
 ,10.038,-31.346,38.368
 ,-12.552,-157.172,38.363
 ,51.677,14.448,38.358
 ,-35.867,173.795,38.358
 ,-7.544,-50.621,38.351
 ,-55.574,4.674,38.346
 ,64.976,71.094,38.343
 ,-32.617,-166.778,38.340
 ,-32.409,-70.943,38.340
 ,7.575,59.952,38.337
 ,31.577,-87.272,38.325
 ,-78.057,163.277,38.323
 ,-57.136,82.279,38.312
 ,66.069,-45.286,38.305
 ,-32.183,129.667,38.297
 ,-33.526,-39.582,38.288
 ,22.105,76.700,38.287
 ,25.051,12.057,38.267
 ,13.397,172.448,38.245
 ,-17.136,-144.505,38.244
 ,17.969,-123.419,38.229
 ,-10.777,-17.465,38.216
 ,-18.911,97.838,38.209
 ,71.014,27.326,38.196
 ,34.608,69.487,38.194
 ,31.290,-11.774,38.172
 ,-80.794,100.141,38.164
 ,3.203,-157.791,38.145
 ,-81.713,144.314,38.141
 ,-82.768,-69.282,38.077
 ,-59.989,82.093,38.075
 ,-12.890,121.237,38.061
 ,-34.185,130.475,38.056
 ,6.427,-89.314,38.034
 ,6.659,64.670,38.033
 ,-54.963,-18.882,38.032
 ,27.318,-147.879,38.031
 ,49.014,-11.264,38.020
 ,41.122,-171.042,38.003
 ,41.417,-146.546,37.999
 ,-27.162,80.160,37.994
 ,25.531,97.130,37.988
 ,74.270,-173.593,37.975
 ,31.986,-70.218,37.968
 ,-56.246,74.227,37.965
 ,-35.157,-123.630,37.965
 ,3.893,176.164,37.954
 ,-48.692,-101.886,37.937
 ,-14.269,178.105,37.936
 ,-56.673,-111.197,37.932
 ,-36.719,-102.676,37.926
 ,-25.228,-154.193,37.915
 ,-58.427,-90.970,37.913
 ,65.380,-78.230,37.911
 ,88.792,-161.842,37.906
 ,-49.990,40.955,37.900
 ,18.334,39.085,37.895
 ,-79.172,18.630,37.888
 ,-25.742,-55.216,37.887
 ,-61.149,85.300,37.886
 ,-23.311,103.244,37.884
 ,-78.945,-73.179,37.884
 ,31.859,97.605,37.882
 ,-25.344,62.141,37.880
 ,-53.793,107.046,37.878
 ,-64.838,-29.315,37.858
 ,-29.436,-163.389,37.840
 ,47.570,-62.516,37.840
 ,-0.974,-0.842,37.839
 ,17.497,-94.237,37.835
 ,37.405,-23.051,37.834
 ,-68.836,-44.640,37.825
 ,-63.814,-108.724,37.814
 ,-14.062,-21.026,37.801
 ,15.069,49.525,37.799
 ,-6.783,55.005,37.794
 ,-45.633,171.560,37.785
 ,-28.277,137.551,37.778
 ,60.264,120.464,37.770
 ,-20.852,10.853,37.769
 ,8.376,-147.292,37.765
 ,21.881,19.676,37.750
 ,76.897,139.760,37.748
 ,-3.449,-72.331,37.741
 ,-67.337,-73.395,37.738
 ,-39.943,-111.020,37.736
 ,-18.458,-77.107,37.725
 ,26.193,83.014,37.721
 ,-16.512,43.155,37.702
 ,52.152,-57.762,37.697
 ,-78.928,120.285,37.692
 ,-56.136,23.665,37.690
 ,48.301,108.908,37.688
 ,-67.787,67.335,37.675
 ,2.671,-133.006,37.673
 ,70.314,-104.869,37.668
 ,39.309,174.796,37.667
 ,33.776,45.183,37.655
 ,-55.692,-144.132,37.650
 ,-27.834,92.045,37.645
 ,-38.691,56.772,37.629
Pasch,46.086,134.757,37.621
 ,-42.300,-101.402,37.620
 ,-80.370,76.948,37.618
 ,-52.810,111.659,37.617
 ,-31.907,133.845,37.603
 ,2.737,-151.764,37.598
 ,10.396,46.298,37.596
 ,-6.476,162.137,37.587
 ,-31.886,21.805,37.570
 ,-70.455,-87.294,37.561
 ,17.700,9.990,37.555
 ,13.545,-96.586,37.547
 ,12.288,-147.529,37.539
 ,-17.992,99.304,37.537
 ,13.696,-158.714,37.537
 ,-60.391,-122.854,37.531
 ,-20.982,-26.128,37.530
 ,43.589,4.427,37.518
 ,-70.389,-71.744,37.485
 ,35.441,-147.426,37.477
 ,38.580,-36.084,37.473
 ,-67.302,-40.151,37.473
 ,58.843,-123.750,37.472
 ,-0.011,34.503,37.469
 ,-15.268,131.246,37.468
 ,51.970,108.333,37.459
 ,28.687,-87.743,37.458
 ,39.530,-81.328,37.451
 ,-44.187,-64.122,37.451
 ,-49.236,100.639,37.430
 ,8.196,13.951,37.426
 ,-2.214,163.427,37.423
 ,47.843,-16.040,37.423
 ,56.295,-101.669,37.412
 ,7.407,-28.886,37.408
 ,33.014,73.756,37.390
 ,-60.632,-43.011,37.389
 ,-11.295,-104.625,37.387
 ,43.676,-168.510,37.385
 ,53.524,38.381,37.376
 ,-14.344,66.777,37.352
 ,20.419,-40.668,37.338
 ,-23.256,-164.082,37.330
 ,44.233,173.380,37.318
 ,13.170,-136.705,37.306
 ,12.584,-103.160,37.300
 ,-9.782,-50.407,37.284
 ,-14.486,97.037,37.279
 ,36.226,-164.467,37.278
 ,9.183,-97.018,37.276
 ,-24.822,-150.754,37.269
 ,13.052,-2.067,37.261
 ,-56.547,102.044,37.250
 ,6.790,103.072,37.236
 ,17.928,-80.981,37.214
 ,-2.059,31.443,37.207
 ,61.496,-92.440,37.199
 ,63.319,-94.615,37.185
 ,-81.738,15.555,37.181
 ,-39.567,-34.720,37.171
 ,-43.018,98.049,37.168
 ,17.219,1.428,37.166
 ,-51.838,6.144,37.162
 ,-7.149,83.252,37.162
 ,34.570,39.995,37.151
 ,-16.328,65.004,37.126
 ,-34.582,-78.649,37.119
 ,-77.519,57.561,37.114
 ,-15.272,133.320,37.113
 ,24.932,87.937,37.109
 ,-56.809,-145.259,37.104
 ,8.714,147.249,37.093
 ,46.445,-11.139,37.090
 ,-50.565,-164.308,37.066
 ,3.454,45.796,37.051
 ,-32.179,176.359,37.040
 ,-28.922,71.834,37.037
 ,-46.365,-132.650,37.035
 ,-4.040,135.240,37.028
 ,5.052,122.594,37.024
 ,-10.727,-42.731,37.013
 ,-3.168,54.281,37.006
 ,44.763,-123.761,37.005
 ,-72.682,18.262,36.988
 ,-25.129,136.290,36.982
 ,66.218,-154.230,36.980
 ,33.718,-149.884,36.974
 ,-5.815,-124.060,36.969
 ,47.749,-139.144,36.946
 ,-26.185,37.533,36.937
 ,-11.575,43.902,36.934
 ,-29.075,-63.258,36.930
 ,-50.334,15.419,36.924
 ,33.190,15.686,36.920
 ,-13.693,-99.986,36.916
Nawahi,35.916,145.252,36.908
 ,-49.249,-153.278,36.892
 ,19.502,-109.591,36.885
 ,27.087,-75.156,36.885
 ,-40.854,-6.698,36.877
 ,-48.619,165.878,36.871
 ,15.193,59.180,36.862
 ,72.032,178.118,36.829
 ,-7.626,115.725,36.825
 ,-19.859,-161.084,36.825
 ,37.073,-61.258,36.823
 ,-43.331,-162.045,36.820
 ,-46.554,-154.440,36.814
 ,-52.606,158.195,36.792
 ,-47.252,118.814,36.783
 ,32.460,-6.063,36.779
 ,69.606,-152.967,36.776
 ,-23.563,31.533,36.768
 ,8.307,98.761,36.758
 ,-21.420,18.156,36.755
 ,75.305,-50.979,36.735
 ,-25.007,-60.887,36.724
 ,47.745,-77.156,36.720
 ,32.851,-18.781,36.719
 ,-33.403,-162.730,36.715
 ,-52.845,-148.201,36.710
 ,5.434,-116.077,36.710
 ,-12.172,148.869,36.693
 ,-33.143,-45.509,36.681
 ,35.375,-58.953,36.669
 ,82.250,-162.045,36.658
 ,8.808,-161.954,36.651
 ,38.516,159.168,36.646
 ,-27.143,-116.871,36.646
 ,-60.983,39.941,36.643
 ,-59.192,-103.886,36.640
 ,42.797,-176.347,36.640
 ,0.967,44.379,36.626
 ,-10.420,-61.340,36.626
 ,4.296,5.166,36.626
 ,-33.674,132.101,36.622
 ,-36.087,-92.209,36.620
 ,0.407,170.814,36.619
 ,-35.118,142.693,36.600
 ,29.530,-69.193,36.596
 ,44.114,4.548,36.594
 ,-15.588,158.377,36.594
 ,-29.504,123.702,36.588
 ,36.227,44.006,36.583
 ,-47.313,142.490,36.580
 ,-5.394,162.347,36.576
 ,-45.167,136.819,36.572
 ,-13.929,-107.756,36.567
 ,42.867,101.620,36.566
 ,-51.332,-27.771,36.563
 ,-9.618,-173.778,36.546
 ,71.179,-28.913,36.545
 ,5.180,132.362,36.538
 ,1.167,-157.967,36.528
 ,-56.778,48.756,36.526
 ,38.485,-105.568,36.524
Enwonwu,-9.975,121.871,36.518
 ,2.369,-18.852,36.505
 ,-61.340,135.022,36.497
 ,-38.618,137.571,36.494
 ,-81.005,85.104,36.492
 ,-49.878,-3.593,36.490
 ,-37.570,18.533,36.462
 ,-40.413,163.872,36.435
 ,14.027,-172.614,36.433
 ,-9.111,-57.427,36.429
 ,51.694,-70.035,36.422
 ,61.692,-156.946,36.421
 ,26.092,-81.285,36.399
 ,-28.940,-175.336,36.393
 ,20.041,65.277,36.385
 ,2.667,43.507,36.384
 ,-11.181,-26.798,36.383
 ,-34.068,132.192,36.374
 ,-18.430,-160.110,36.366
 ,11.502,83.784,36.363
 ,-0.160,-122.881,36.356
 ,-31.660,72.403,36.348
 ,-36.943,21.265,36.346
 ,-82.680,15.226,36.331
 ,-1.203,56.279,36.328
 ,-5.756,96.091,36.325
 ,-2.931,94.677,36.315
 ,-54.760,-81.068,36.314
 ,-10.354,164.398,36.313
 ,-20.547,80.115,36.312
 ,18.960,-35.273,36.309
 ,46.281,-5.667,36.308
 ,-24.039,-101.757,36.302
 ,57.051,122.721,36.298
 ,-65.961,-63.770,36.297
 ,-51.217,179.179,36.294
 ,-30.534,135.938,36.270
 ,-36.075,-32.201,36.263
 ,34.334,-0.427,36.250
 ,7.013,139.116,36.233
 ,21.261,38.880,36.230
 ,-6.202,-149.089,36.224
 ,-75.023,149.426,36.219
 ,-56.956,-87.461,36.217
 ,19.123,-81.545,36.212
 ,12.046,-139.102,36.201
 ,72.811,10.528,36.194
 ,-54.033,-62.573,36.188
 ,-57.445,-15.289,36.182
 ,-35.161,34.068,36.169
 ,39.042,-61.565,36.166
 ,-14.896,-161.086,36.144
 ,-61.720,-148.192,36.136
 ,1.563,43.606,36.133
 ,62.582,72.756,36.116
 ,43.050,6.466,36.113
 ,-5.741,-2.541,36.112
 ,-75.008,96.911,36.109
 ,-17.847,95.359,36.100
 ,2.235,110.305,36.097
 ,-36.366,63.000,36.097
 ,-27.947,68.195,36.095
 ,71.616,-167.863,36.093
 ,48.807,-52.286,36.087
 ,27.830,95.945,36.073
 ,61.891,-36.521,36.072
 ,-21.044,-77.673,36.069
 ,-26.490,-52.234,36.057
 ,-72.053,129.229,36.052
 ,-87.722,-62.045,36.040
 ,9.726,-153.649,36.037
 ,-36.917,-159.832,36.029
 ,4.359,-154.701,36.028
 ,-72.349,-70.211,36.025
 ,12.971,99.486,36.019
 ,3.748,-56.215,36.015
 ,-19.798,110.553,36.013
 ,-38.686,133.594,35.995
 ,-73.559,-40.034,35.991
 ,-53.189,57.410,35.983
 ,70.595,-43.920,35.980
 ,22.378,-109.217,35.979
 ,50.692,-161.138,35.979
 ,-8.427,-19.026,35.977
 ,-20.484,-106.753,35.955
 ,-31.115,177.465,35.947
 ,-17.149,93.258,35.945
 ,-10.113,36.406,35.929
 ,-46.413,76.441,35.928
 ,-84.208,81.589,35.913
 ,-5.141,-31.936,35.906
 ,59.973,116.935,35.897
 ,-13.456,30.701,35.893
 ,16.118,5.029,35.893
 ,2.165,102.678,35.877
 ,68.877,38.125,35.855
 ,-16.021,24.059,35.854
 ,-12.253,67.805,35.853
